o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:description,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:type,dcterms:identifier,dcterms:source,dcterms:language,dcterms:rights,dcterms:abstract,dcterms:created,dcterms:extent,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:dateSubmitted,dcterms:educationLevel,bibo:contributorList,bibo:director,bibo:editor,bibo:owner,bibo:performer,bibo:presentedAt,bibo:translator,bibo:content,bibo:doi,bibo:edition,bibo:isbn,bibo:issn,bibo:issue,bibo:lccn,bibo:numPages,bibo:number,bibo:pages,bibo:section,bibo:shortTitle,bibo:uri,bibo:volume,foaf:firstName,foaf:lastName,foaf:givenName,foaf:homepage,foaf:account,foaf:accountServiceHomepage,foaf:accountName,skos:semanticRelation,skos:broader,skos:closeMatch,skos:prefLabel,skos:altLabel,schema:url,schema:participant,schema:identifier,schema:sameAs,schema:provider,schema:educationalLevel,schema:address,schema:color,schema:contentSize,schema:endDate,schema:orderNumber,schema:programmingLanguage,schema:query,schema:relatedLink,schema:serverStatus,schema:serviceUrl,schema:size,schema:startDate,schema:upvoteCount,schema:worksFor,schema:duration,cito:isCompiledBy,ma:hasContributedTo,ma:isChapterOf,jdc:x,jdc:y,jdc:hasActant,jdc:hasConcept,jdc:hasCrible,jdc:hasCribleCarto,jdc:complexity,jdc:hexaQ,jdc:hexaR,jdc:hexaS,jdc:hasRencontre,jdc:valeurUtilite,fup8:hasEC,fup8:hasParcours,fup8:hasUniversity,fup8:hasDepartement,fup8:hasUFR,fup8:hasMention
301837,http://localhost/samszo/omk/s/cartoaffect/item/301837,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,ADLN_20-21,,,,,,,300816606,,,,,,,,,,,"300741 | 300735 | 300743 | 300745",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/ADLN_20-21,,,,,,,,,,,,,300730,,,,"193225 | 41094 | 5597",2021-01-24T10:12:07Z,,"89711 | 96621 | 102418",,,,https://samszo.github.io/ADLN_20-21/,2363,2020-10-03T06:54:11Z,1,,,,"120 | 55 | 18 | 3",299360,,,,,,,"576 | 448",,,,,,299446,,,,,
301838,http://localhost/samszo/omk/s/cartoaffect/item/301838,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AVUN_20-21,,,,,,,304566284,,,,,,,,,,,"300803 | 300805 | 300807 | 300809 | 300811 | 300813 | 300735 | 300815 | 300817 | 300819 | 300821 | 300823",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AVUN_20-21,,,,,,,,,,,,,300730,,,,2047,2022-02-06T17:18:20Z,,96621,,,,https://samszo.github.io/AVUN_20-21/,27219,2020-10-16T08:29:45Z,2,,,,"241 | 118 | 55 | 52 | 45 | 43 | 30 | 20 | 19 | 12 | 4",299360,,,,,,,"990 | 786",,,,,,,299414,,,,
301839,http://localhost/samszo/omk/s/cartoaffect/item/301839,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,artstrompeurs-postverite,,,,,,,315698234,,,,,,,301731,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/artstrompeurs-postverite,,,,,,,,,,,,,300730,,,,0,2020-11-24T16:59:50Z,,,,,,,3,2020-11-24T16:59:45Z,0,,,,1,,,,,,,,"177 | 151",,,,,,,,,,,
301841,http://localhost/samszo/omk/s/cartoaffect/item/301841,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,MEDAS-1_20-21,,,,,,,329342523,,,,,,,299630,,,,"301309 | 301311 | 301313 | 301315 | 301317 | 301319 | 301321 | 301323 | 301325 | 301327 | 301329 | 301331 | 301333 | 301335 | 300735 | 301337 | 301339",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/MEDAS-1_20-21,,,,,,,,,,,,,300730,,,,"31812 | 4770 | 4366",2021-05-04T15:24:10Z,,"96621 | 108369 | 102418",,,,https://samszo.github.io/MEDAS-1_20-21/,4825,2021-01-13T15:01:23Z,4,,,,"68 | 67 | 61 | 58 | 50 | 49 | 42 | 36 | 34 | 33 | 28 | 26 | 22 | 3",,,,,,,,"1385 | 1089",,,,,,,301900,,,,
301842,http://localhost/samszo/omk/s/cartoaffect/item/301842,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,M2GSI_20-21_ProgramSystem,,,,,,,332708144,,,,,,,,,,,"301247 | 300735 | 301249 | 301251 | 301253 | 301255 | 301257 | 301259 | 301261 | 301263 | 301265 | 301267 | 301269 | 301271 | 301273 | 301275 | 301277 | 301279 | 301281 | 301283 | 301285",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/M2GSI_20-21_ProgramSystem,,,,,,,,,,,,,300730,,,,"119750 | 3516",2021-03-14T01:07:50Z,,"96621 | 102418",,,,https://samszo.github.io/M2GSI_20-21_ProgramSystem/,622,2021-01-25T10:22:11Z,0,,,,"65 | 57 | 51 | 46 | 41 | 38 | 33 | 31 | 28 | 25 | 21 | 20 | 19 | 14 | 11 | 10 | 9 | 1",299360,,,,,,,"1612 | 1266",,,,,,299431,,,,,
301843,http://localhost/samszo/omk/s/cartoaffect/item/301843,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,M1_INFO_20-21,,,,,,,338012705,,,,,,,301730,,,,"301223 | 301225 | 301177 | 301227 | 301229 | 301231 | 301233 | 301235 | 301237 | 301239 | 300735 | 301241 | 301243",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/M1_INFO_20-21,,,,,,,,,,,,,300730,,,,"182284 | 114671 | 56299 | 33755",2021-03-31T18:49:42Z,,"96621 | 102418 | 89711",,,,https://samszo.github.io/M1_INFO_20-21/,7001,2021-02-11T11:42:17Z,1,,,,"61 | 32 | 20 | 19 | 15 | 14 | 13 | 12 | 9 | 8 | 6 | 1",,,,,,,,"1125 | 873",,,,,,,,,,,
301844,http://localhost/samszo/omk/s/cartoaffect/item/301844,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,polemika_omks_theme_api,,,,,,,349940709,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/polemika_omks_theme_api,,,,,,,,,,,,,300730,,,,"41592 | 3210",2021-11-20T08:24:26Z,,"108369 | 96621",,,,,184,2021-03-21T08:33:04Z,0,,,,4,,,,,,,,"299 | 237",,,,,,,,,,,
301845,http://localhost/samszo/omk/s/cartoaffect/item/301845,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,polemika_omks_theme_emotions,,,,,,,349941407,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/polemika_omks_theme_emotions,,,,,,,,,,,,,300730,,,,"42121 | 31875 | 4071 | 1466",2021-06-10T04:13:05Z,,"89711 | 96621 | 108369 | 102418",,,,,943,2021-03-21T08:36:36Z,0,,,,3,,,,,,,,"425 | 323",,,,,,,,,,,
301846,http://localhost/samszo/omk/s/cartoaffect/item/301846,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,LireEnsemble2021,,,,,,,354024266,,,,,,,301731,,,,"301177 | 301179 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/LireEnsemble2021,,,,,,,,,,,,,300730,,,,"87707 | 60661 | 40696 | 18132 | 12236",2021-09-26T20:00:13Z,,"89711 | 96621 | 108369 | 102418",,,,,28241,2021-04-02T13:15:21Z,0,,,,"48 | 10 | 9",,,,,,,,"551 | 423",,,,,,,,,,,
301847,http://localhost/samszo/omk/s/cartoaffect/item/301847,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,polemika_omks_theme_polemika,,,,,,,362695162,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/polemika_omks_theme_polemika,,,,,,,,,,,,,300730,,,,"113080 | 105350 | 55457 | 26321",2021-10-17T05:59:11Z,,"89711 | 102418 | 96621 | 108369",,,,,3507,2021-04-29T05:00:35Z,0,,,,3,,,,,,,,"425 | 323",,,,,,,,,,,
301848,http://localhost/samszo/omk/s/cartoaffect/item/301848,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-module-ChaoticumSeminario,,,,,,,367275234,,,,,,,300724,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-module-ChaoticumSeminario,,,,,,,,,,,,,300730,,,,"30322 | 3754 | 75",2022-06-09T07:52:39Z,,"108369 | 96621 | 102418",,,,,169,2021-05-14T06:51:01Z,0,,,,8,,,,,,,,"362 | 280",,,,,,,,,,,
301850,http://localhost/samszo/omk/s/cartoaffect/item/301850,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-module-ResourceNetworks,,,,,,,373064607,,,,,,,300724,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-module-ResourceNetworks,,,,,,,,,,,,,300730,,,,"58549 | 23661 | 17045 | 10354",2021-06-25T07:46:39Z,,"108369 | 102418 | 89711 | 96621",,,,,136,2021-06-02T06:34:23Z,0,,,,5,,,,,,,,"425 | 323",,,,,,,,,,,
301851,http://localhost/samszo/omk/s/cartoaffect/item/301851,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-UOH,,,,,,,380167744,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-UOH,,,,,,,,,,,,,300730,,,,"41695 | 24635 | 14636 | 3092",2021-07-29T08:05:58Z,,"96621 | 102418 | 89711 | 108369",,,,,1063,2021-06-25T08:02:37Z,0,,,,2,,,,,,,,"425 | 323",,,,,,,,,,,
301852,http://localhost/samszo/omk/s/cartoaffect/item/301852,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-FeuilletNumerique,,,,,,,390952722,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-FeuilletNumerique,,,,,,,,,,,,,300730,,,,"100361 | 14118 | 11028 | 2575",2021-11-19T03:39:09Z,,"89711 | 108369 | 96621 | 102418",,,,,1281,2021-07-30T06:12:49Z,0,,,,36,,,,,,,,"425 | 323",,,,,,,,,,,
301853,http://localhost/samszo/omk/s/cartoaffect/item/301853,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-JDC,,,,,,,398171320,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-JDC,,,,,,,,,,,,,300730,,,,"5871 | 1352",2021-10-24T06:54:38Z,,"96621 | 108369",,,,,664,2021-08-20T05:59:10Z,0,,,,12,,,,,,,,"299 | 237",,,,,,,,,,,
301854,http://localhost/samszo/omk/s/cartoaffect/item/301854,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AccueilHN_21-22,,,,,,,407537638,,,,,,,301730,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AccueilHN_21-22,,,,,,,,,,,,,300730,,,,"35249 | 11987",2021-09-26T17:08:12Z,,"96621 | 89711",,,,https://samszo.github.io/AccueilHN_21-22/,406,2021-09-17T12:46:35Z,1,,,,3,,,,,,,,"346 | 270",,,,,,,,,,,
301855,http://localhost/samszo/omk/s/cartoaffect/item/301855,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,M1-HumaNum_21-22,,,,,,,408783188,,,,,,,301730,,,,"300735 | 301197 | 301199 | 301201 | 301203 | 301205 | 301207 | 301209 | 301211 | 301213 | 301215 | 301217 | 301219 | 301221",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/M1-HumaNum_21-22,,,,,,,,,,,,,300730,,,,"35231 | 11987",2021-10-16T08:48:23Z,,"96621 | 89711",,,,https://samszo.github.io/M1-HumaNum_21-22/,544,2021-09-21T10:53:47Z,0,,,,"8 | 5 | 4 | 3 | 2 | 1",,,,,,,,"1133 | 891",,,,,,,,,,,
301856,http://localhost/samszo/omk/s/cartoaffect/item/301856,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_21-22,,,,,,,413316283,,,,,,,,,,,"301675 | 300735 | 301225 | 301677 | 301237 | 301229 | 301235 | 301679 | 301681 | 301683 | 301233 | 301685 | 301687 | 301689 | 301691 | 301693 | 301695 | 301697 | 301699 | 301701 | 300887 | 301703",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_21-22,,,,,,,,,,,,,300730,,,,"3150325 | 365769 | 82722",2021-12-05T06:59:53Z,,"96621 | 102418 | 89711",,,,https://samszo.github.io/THYP_21-22/,4170,2021-10-04T07:24:41Z,1,,,,"33 | 24 | 20 | 14 | 13 | 9 | 7 | 6 | 2 | 1",299360,,,,,,,"1702 | 1340",,,,,,,299413,,,,
301857,http://localhost/samszo/omk/s/cartoaffect/item/301857,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AVUN_21-22,,,,,,,422541217,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AVUN_21-22,,,,,,,,,,,,,300730,,,,"230062 | 152239 | 94269 | 61016",2021-12-03T09:04:12Z,,"102418 | 96621 | 89711",,,,https://samszo.github.io/AVUN_21-22/,2311,2021-10-29T10:57:22Z,0,,,,22,299360,,,,,,,"431 | 337",,,,,,,299414,,,,
301858,http://localhost/samszo/omk/s/cartoaffect/item/301858,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-PolemikaProto,,,,,,,431370108,,,,,,,301729,,,,"301461 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-PolemikaProto,,,,,,,,,,,,,300730,,,,"1248816 | 255468 | 24498 | 2050",2021-12-06T23:22:05Z,,"89711 | 102418 | 96621 | 108369",,,,,2034,2021-11-24T06:20:19Z,0,,,,"14 | 6",,,,,,,,"486 | 372",,,,,,,,,,,
301861,http://localhost/samszo/omk/s/cartoaffect/item/301861,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,genstory,,,,,,,435750203,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/genstory,,,,,,,,,,,,,300730,,,,0,2021-12-07T05:07:27Z,,,,,,,3,2021-12-07T05:07:23Z,0,,,,1,"299360 | 301894",,,,,,,"222 | 188",,,,,,299446,,,,,
301862,http://localhost/samszo/omk/s/cartoaffect/item/301862,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,manifeste_des_mutants,,,,,,,439405336,,,,,,,301731,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/manifeste_des_mutants,,,,,,,,,,,,,300730,,,,7690,2021-12-17T17:45:27Z,,96621,,,,https://samszo.github.io/manifeste_des_mutants/,29,2021-12-17T17:08:01Z,0,,,,9,,,,,,,,"241 | 199",,,,,,,,,,,
301863,http://localhost/samszo/omk/s/cartoaffect/item/301863,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Voeux_2022,,,,,,,442670253,,,,,,,301893,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Voeux_2022,,,,,,,,,,,,,300730,,,,14052,2022-01-10T14:07:11Z,,96621,,,,https://samszo.github.io/Voeux_2022/,44143,2021-12-29T05:32:09Z,0,,,,18,,,,,,,,"235 | 199",,,,,,,,,,,
301864,http://localhost/samszo/omk/s/cartoaffect/item/301864,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-module-Mesostiche,,,,,,,443265223,,,,,,,300724,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-module-Mesostiche,,,,,,,,,,,,,300730,,,,"142932 | 8165 | 6163",2022-01-07T06:19:39Z,,"89711 | 96621 | 108369",,,,,289,2021-12-31T05:47:59Z,0,,,,2,,,,,,,,"362 | 280",,,,,,,,,,,
301865,http://localhost/samszo/omk/s/cartoaffect/item/301865,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-Chaoticum,,,,,,,443736806,,,,,,,301729,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-Chaoticum,,,,,,,,,,,,,300730,,,,0,2022-01-02T10:24:49Z,,,,,,,0,2022-01-02T10:24:49Z,0,,,,,,,,,,,,"116 | 98",,,,,,,,,,,
301866,http://localhost/samszo/omk/s/cartoaffect/item/301866,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,timeliner,,,,,,,449282890,,,,,,,301732,,,,"301705 | 301707 | 301709 | 300735 | 301711",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/timeliner,,,,,,,,,,,,,300730,,,,"102876 | 2436",2022-01-18T13:17:39Z,,"89711 | 96621",,,,https://samszo.github.io/timeliner/,311,2022-01-18T12:52:00Z,0,,,,"121 | 6 | 2 | 1",,,,,,,,"544 | 436",,,,,,,,,,,
301867,http://localhost/samszo/omk/s/cartoaffect/item/301867,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-EDISEM,,,,,,,449606531,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-EDISEM,,,,,,,,,,,,,300730,,,,"346631 | 80993 | 44860",2022-01-30T09:06:10Z,,"89711 | 96621 | 102418",,,,,2272,2022-01-19T08:23:44Z,0,,,,27,,,,,,,,"362 | 280",,,,,,,,,,,
301868,http://localhost/samszo/omk/s/cartoaffect/item/301868,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,M2GSI_21-22,,,,,,,451414702,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/M2GSI_21-22,,,,,,,,,,,,,300730,,,,"147939 | 11987 | 807",2022-02-24T10:42:19Z,,"96621 | 89711 | 102418",,,,https://samszo.github.io/M2GSI_21-22/,471,2022-01-24T10:19:01Z,0,,,,25,299360,,,,,,,"427 | 335",,,,,,299431,,,,,
301870,http://localhost/samszo/omk/s/cartoaffect/item/301870,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Omeka-S-theme-GenStory,,,,,,,464494439,,,,,,,301729,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Omeka-S-theme-GenStory,,,,,,,,,,,,,300730,,,,"366588 | 32011 | 1606",2022-03-03T08:12:07Z,,"89711 | 96621 | 102418",,,,,1609,2022-02-28T13:32:24Z,0,,,,17,,,,,,,,"362 | 280",,,,,,,,,,,
301872,http://localhost/samszo/omk/s/cartoaffect/item/301872,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,HN-VerifPlanService,,,,,,,486090789,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/HN-VerifPlanService,,,,,,,,,,,,,300730,,,,9035,2022-04-28T06:21:16Z,,96621,,,,,6,2022-04-27T07:30:23Z,0,,,,2,,,,,,,,"236 | 194",,,,,,,,,,,
301873,http://localhost/samszo/omk/s/cartoaffect/item/301873,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,genstory2022,,,,,,,491018471,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/genstory2022,,,,,,,,,,,,,300730,,,,877,2022-05-11T08:23:02Z,,96621,,,,https://samszo.github.io/genstory2022/,14,2022-05-11T08:17:57Z,0,,,,6,"301894 | 299360",,,,,,,"286 | 236",,,,,,299446,,,,,
301874,http://localhost/samszo/omk/s/cartoaffect/item/301874,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,RIT---A-Dream,,,,,,,491087359,,,,,,,,,,,"301513 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/RIT---A-Dream,,,,,,,,,,,,,300730,,,,0,2022-05-11T11:34:38Z,,,,,,,4570,2022-05-11T11:47:33Z,0,,,,"5 | 1","301894 | 299360",,,,,,,"285 | 237",,,,,,299446,,,,,
301875,http://localhost/samszo/omk/s/cartoaffect/item/301875,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,cartoHexa,,,,,,,502054780,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/cartoHexa,,,,,,,,,,,,,300730,,,,"13380031 | 9286 | 80",2022-11-24T05:55:36Z,,"89711 | 96621 | 108369",,,,https://samszo.github.io/cartoHexa/,2115,2022-06-10T13:31:24Z,0,,,,47,,,,,,,,"367 | 285",,,,,,,,,,,
301877,http://localhost/samszo/omk/s/cartoaffect/item/301877,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,THYP_22-23,,,,,,,538857693,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/THYP_22-23,,,,,,,,,,,,,300730,,,,"38960 | 11987",2023-02-08T14:29:44Z,,"96621 | 89711",,,,https://samszo.github.io/THYP_22-23/,656,2022-09-20T07:16:45Z,1,,,,28,299360,,,,,,,"364 | 292",,,,,,,299413,,,,
301878,http://localhost/samszo/omk/s/cartoaffect/item/301878,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,AVUN_22-23,,,,,,,540335727,,,,,,,,,,,"300825 | 300735 | 300827 | 300829 | 300831 | 300833 | 300835 | 300837 | 300839 | 300841 | 300843",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/AVUN_22-23,,,,,,,,,,,,,300730,,,,"37488 | 11987 | 164",2023-01-13T11:24:28Z,,"96621 | 89711 | 102418",,,,https://samszo.github.io/AVUN_22-23/,1149,2022-09-23T07:53:20Z,2,,,,"30 | 28 | 25 | 22 | 17 | 16 | 15 | 13 | 10 | 8",299360,,,,,,,"1053 | 823",,,,,,,299414,,,,
301879,http://localhost/samszo/omk/s/cartoaffect/item/301879,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,frontieres-numeriques,,,,,,,545311995,,,,,,,301735,,,,"301045 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/frontieres-numeriques,,,,,,,,,,,,,300730,,,,"37032 | 5580",2022-11-04T10:13:20Z,,"96621 | 102418",,,,https://samszo.github.io/frontieres-numeriques/,15536,2022-10-04T06:27:34Z,0,,,,"46 | 15",,,,,,,,"369 | 291",,,,,,,,,,,
301881,http://localhost/samszo/omk/s/cartoaffect/item/301881,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,frontieres-numeriques_2023,,,,,,,552225670,,,,,,,301735,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/frontieres-numeriques_2023,,,,,,,,,,,,,300730,,,,"76751 | 53389 | 5955",2023-04-14T09:02:59Z,,"96621 | 102418",,,,https://samszo.github.io/frontieres-numeriques_2023/,192005,2022-10-16T05:07:34Z,0,,,,95,,,,,,,,"308 | 244",,,,,,,,,,,
301884,http://localhost/samszo/omk/s/cartoaffect/item/301884,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,CV-2022,,,,,,,575803943,,,,,,,,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/CV-2022,,,,,,,,,,,,,300730,,,,"164144 | 40740 | 30454",2022-12-15T08:16:40Z,,"102418 | 89711 | 96621",,,,https://samszo.github.io/CV-2022/,3816,2022-12-08T10:35:10Z,0,,,,3,299360,,,,,,,"407 | 317",,,,,,299421,,,,,
301885,http://localhost/samszo/omk/s/cartoaffect/item/301885,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,knowledge_graph_cytoscape,,,,,,,584303941,,,,,,,301732,,,,301175,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/knowledge_graph_cytoscape,,,,,,,,,,,,,300730,,,,0,2022-11-07T22:59:40Z,,,,,,,2,2023-01-02T07:04:25Z,0,,,,3,,,,,,,,"177 | 151",,,,,,,,,,,
301886,http://localhost/samszo/omk/s/cartoaffect/item/301886,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,M2GSI_22-23,,,,,,,592289463,,,,,,,,,,,"301287 | 301289 | 301291 | 301293 | 301295 | 301297 | 300735 | 301299 | 301301 | 301303 | 301305 | 301307",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/M2GSI_22-23,,,,,,,,,,,,,300730,,,,"58377 | 15867 | 6133",2023-01-31T23:54:28Z,,"89711 | 96621 | 102418",,,,https://samszo.github.io/M2GSI_22-23/,37157,2023-01-23T12:08:44Z,1,,,,"62 | 58 | 57 | 51 | 44 | 28 | 24 | 18 | 16 | 5 | 4 | 3",299360,,,,,,,"1120 | 874",,,,,,,299420,,,,
301887,http://localhost/samszo/omk/s/cartoaffect/item/301887,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,genaffiche,,,,,,,598947807,,,,,,,301893,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/genaffiche,,,,,,,,,,,,,300730,,,,143341,now,,96621,,,,https://samszo.github.io/genaffiche/,44,2023-02-08T06:00:03Z,0,,,,3,,,,,,,,"235 | 199",,,,,,,,,,,
301888,http://localhost/samszo/omk/s/cartoaffect/item/301888,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,genstory2023,,,,,,,616323945,,,,,,,,,,,"301047 | 300735 | 301049 | 300833 | 300841 | 301051 | 301053 | 300741 | 301055 | 301057",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/genstory2023,,,,,,,,,,,,,300730,,,,"63797 | 30445 | 5432",2023-05-17T08:31:19Z,,"89711 | 96621 | 102418",,,,https://samszo.github.io/genstory2023/,43534,2023-03-20T06:51:12Z,0,,,,"32 | 24 | 21 | 16 | 12 | 11 | 7 | 6 | 5 | 4","301894 | 299360",,,,,,,"979 | 763",,,,,,299446,,,,,
301889,http://localhost/samszo/omk/s/cartoaffect/item/301889,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,spip_squelettes_paragraphe2023,,,,,,,627496565,,,,,,,301735,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/spip_squelettes_paragraphe2023,,,,,,,,,,,,,300730,,,,"1072188 | 225178 | 224823 | 10106 | 9160 | 6514 | 161",2023-05-13T15:53:54Z,,"89711 | 96621 | 102418 | 108369",,,,,5862,2023-04-13T15:30:51Z,0,,,,3,,,,,,,,"439 | 329",,,,,,,,,,,
301890,http://localhost/samszo/omk/s/cartoaffect/item/301890,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,TriTag,,,,,,,629968144,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/TriTag,,,,,,,,,,,,,300730,,,,"6373 | 1932",now,,"89711 | 96621",,,,,6,2023-04-19T11:51:36Z,0,,,,2,,,,,,,,"301 | 237",,,,,,,,,,,
